obs_date.string,obs_date.mean_bjd,num_rvs.good,environment.humidity,environment.temperature,environment.wind_direction,environment.wind_speed,indicators.CaIIHK,indicators.Ha06_1,indicators.Ha06_2,indicators.Ha16_1,indicators.Ha16_2,indicators.σ_CaIIHK,indicators.σ_Ha06_1,indicators.σ_Ha06_2,indicators.σ_Ha16_1,indicators.σ_Ha16_2,num_rvs.usable,quality.extsnr,quality.max_expmeter_over_pyrheliometer,quality.median_expmeter_over_pyrheliometer,quality.min_expmeter_over_pyrheliometer,rv.drp.mean_rv,rv.drp.median_rv,rv.drp.median_σ_rv,rv.drp.rms_binned_rvs,rv.drp.rms_rvs,rv.drp.winsor_mean_rv,rv.drp.winsor_rms_binned_rvs,rv.drp.winsor_rms_rv,rv.template.mean_rv,rv.template.median_rv,rv.template.median_σ_rv,rv.template.rms_binned_rvs,rv.template.rms_rvs,rv.template.winsor_mean_rv,rv.template.winsor_rms_binned_rvs,rv.template.winsor_rms_rv
2021-01-12,2.4592273209355753e6,122,32.3,0.9,128.9,6.1,0.11748412338722308,0.12564359464769218,0.09972767755314375,0.23415056786455168,0.1850643115322204,0.00026714866224808334,0.00011957873376301426,6.957715816147814e-5,0.00010238814126768987,5.878815081297096e-5,205,515.2043102035667,152.10437729931587,150.86252165922727,147.99471996899692,-639.9941961339753,-639.8852966470922,0.252037123539874,0.5490002877165042,0.9422530470716851,-639.9905744647019,0.5490002877165072,0.8278835346923444,0.4949952332259865,0.5666178635518349,0.058588924355977554,0.5504703513928263,0.9676326941217915,0.5020938071537318,0.5504703513928263,0.8580911347386126
2021-01-15,2.4592303119923803e6,149,11.2,15.9,175.5,2.7,0.11753786117890777,0.12568605631817092,0.09975904440467985,0.2340096835339789,0.18494439708270183,0.0002593883674883545,0.00011668759753657849,6.791312516036005e-5,9.983945159467007e-5,5.734461135310384e-5,227,528.6874118512806,161.50357193133337,158.63576570252116,157.1249373605542,-640.690188262911,-640.7658240902563,0.246088051652958,0.4711688757847416,0.7913723080342754,-640.6930681104816,0.4711688757847417,0.7206090204976626,-0.07018607331474883,-0.03612412498595244,0.05723985237533859,0.4086815479639715,0.7874343141391185,-0.06785528615045495,0.4086815479639715,0.7170482526202874
2021-01-16,2.459231306942489e6,138,7.6,16.55,41.1,2.5,0.11761574301570098,0.1260331723253093,0.10005934833083562,0.23379613886589415,0.18471424417789095,0.0002562135763152511,0.00011570835652314548,6.734774287068946e-5,9.888140321859083e-5,5.677499589352348e-5,215,535.3601359385545,168.80537314494512,167.76020099435033,165.34085344502276,-641.0426376089682,-640.9408865984261,0.243228102718398,0.4222280522890394,0.7835193883970264,-641.0439626930477,0.42222805228904736,0.7217100918137376,0.04515417897300715,0.04655603258612553,0.05661860418334198,0.3959191205584628,0.8132836561560869,0.050006263504008656,0.3959191205584628,0.7297613628869342
2021-01-17,2.459232313826823e6,138,5.9,18.5,186.55,4.2,0.11767713096982658,0.12580540846967503,0.09983886382669209,0.23383637935564563,0.18483117908877747,0.00025843221919421064,0.00011619181914063141,6.757587949064526e-5,9.928896822423503e-5,5.70306814722853e-5,204,531.7590029574101,164.59017275754994,162.13469185433877,160.94139666523708,-641.720750308129,-641.7304249891696,0.244717199778468,0.7025660025190432,0.940680365109246,-641.7291404440158,0.7025660025190434,0.7875624015760746,-1.058043967348335,-0.9842293265286615,0.056991291699098674,0.5703329961725175,0.8760357288338593,-1.0590895886253713,0.5703329961725175,0.7700012578911731
2021-01-19,2.4592343584615365e6,3,29.5,10.4,181.9,11.7,0.11763435048202499,0.12621898751797725,0.10022124169349766,0.23359858984033224,0.18445152628636466,0.0002586971173720236,0.00011723845458511727,6.816363342278579e-5,0.00010005836814436768,5.743223515390919e-5,12,527.2412856824889,168.11928440198906,166.0224978207398,165.80627827675988,-639.8874865788227,-639.8362699012368,0.246658852852082,0.038412508189422656,0.6101693863007459,-639.8874865788229,0.03841250818942399,0.6101693863007345,1.5673075597384207,1.8723101937948856,0.05740895223778737,0.2287519755423486,0.6230990527694791,1.5673075597384207,0.2287519755423486,0.6230990527694791
2021-01-20,2.4592352638730924e6,10,74.05,7.65,177.39999999999998,11.65,0.11804141714839567,0.12666087185606853,0.10041189232778891,0.23326299099991768,0.1842616034449219,0.00027046348717586093,0.00011886777816309509,6.90893986311217e-5,0.00010107500534845302,5.8031419880143316e-5,10,519.5142152973617,165.5333889503192,165.01128764560931,162.27958365437493,-639.6135496437803,-639.5412382739831,0.25094308836968354,0.5141499890836996,0.6629852809119802,-639.6135496437801,0.5141499890836982,0.6629852809119868,2.0105459540151585,1.9461354834136366,0.058146021479641194,0.5056622315694754,0.7075604998026692,2.0105459540151585,0.5056622315694754,0.7075604998026692
2021-01-23,2.459238294829726e6,77,66.4,5.2,196.9,10.7,0.1184295398895518,0.12601916643723543,0.0999425725779152,0.2334213223005317,0.18456910817025046,0.000269523945507072,0.00011908403754984053,6.924548940558983e-5,0.00010151444205800719,5.839304783875361e-5,121,516.6954281661148,162.29037998678555,153.20998847003386,151.38802566967954,-640.1458472609941,-640.1142209242603,0.252208365090199,0.5156030662644105,0.9021292089406573,-640.1342247015078,0.5156030662644168,0.8370207539413299,0.553391751876914,0.6019501596748537,0.05860491879662298,0.5754658408516014,0.9506409020010317,0.564340497550463,0.5754658408516014,0.886805328214664
2021-01-27,2.459242356761471e6,4,20.700000000000003,7.1,175.0,0.7,0.11827464958288554,0.1261244310006479,0.10014772349404552,0.23349602504740904,0.1844521474874508,0.0002659274506269633,0.0001196991451017207,6.964462540710199e-5,0.00010198798191299216,5.8611924056901294e-5,4,515.2456005009757,154.55042304102227,154.25955730626129,153.80116151165458,-642.9325612404954,-643.0569623126978,0.25228931289719453,0.18651533586216962,0.28854396217808065,-642.9325612404953,0.18651533586216829,0.2885439621780681,-2.0197907139409192,-2.025334409485281,0.05885417595772477,0.142848625553885,0.2183741625283853,-2.0197907139409192,0.142848625553885,0.2183741625283853
2021-01-29,2.459244318597116e6,60,32.3,7.3,175.0,0.0,0.11805664879598086,0.12613176317482655,0.1001890579217368,0.23337239655301809,0.18451748150756797,0.0002509307674432559,0.00011569067525977136,6.740092759922397e-5,9.854587352587852e-5,5.6707815443707984e-5,60,533.3043008020534,164.99839551045588,164.13128011791275,160.89735796800457,-640.2281894142383,-640.2832225061582,0.2432280309940945,0.37415064613000204,0.8621547623003857,-640.2350734403483,0.3741506461300023,0.8020768284079539,0.7484315240510754,0.6396520830596987,0.05692499748830104,0.366907327025255,0.860895669547207,0.7418020921926138,0.366907327025255,0.8161169202767827
2021-01-30,2.459245316291058e6,176,73.1,4.35,175.0,0.0,0.11764562950304329,0.12596734417590713,0.09995950150389282,0.23336824097553333,0.18448080145482645,0.0002596198285510936,0.00011741485965853542,6.837623872446198e-5,0.00010010782392796953,5.7616849592633874e-5,210,523.9092476457029,162.9064567290116,156.88726469909517,149.89720610752917,-640.0317925798768,-640.0600584496603,0.247883327130676,0.427284715939735,0.8491114222347835,-640.0327850961069,0.3852187014208171,0.7535015879762877,1.0724024213836916,1.0719942507611366,0.057824634247482624,0.4221025086323212,0.859205930010202,1.0722734027854288,0.3564149610830128,0.752170440441165
2021-01-31,2.4592463208312606e6,109,23.2,14.0,175.0,0.0,0.11752217039833322,0.12605028643231353,0.09996225657353909,0.23348820612811078,0.18456701002687878,0.0002483989796265319,0.00011418818840423718,6.642777383873514e-5,9.72773749814043e-5,5.599054134581399e-5,124,539.9524827495354,167.02155430013485,166.62428876812407,164.5973660396197,-640.9136590418237,-640.8487214855783,0.240650868176158,0.5207680299232654,0.8354223493505698,-640.9126018272466,0.5207680299232597,0.7778466529538077,-0.17500984063069,-0.13804237540100783,0.056218198769138535,0.4844383547864913,0.853737820858802,-0.17176902627175492,0.4844383547864913,0.7917819352225285
2021-02-03,2.4592493079560576e6,141,31.9,16.1,175.0,0.0,0.11727533746539967,0.12676902986084476,0.10046922611534828,0.23326407311427275,0.18417383437735582,0.0002499573751605958,0.00011491619522253272,6.682245547051259e-5,9.753468932921685e-5,5.6096862369833386e-5,147,539.5994380444465,174.40373014966494,172.00821586037824,171.28681694167716,-641.7737139820036,-641.7242378304904,0.240850352081047,0.42914911540657935,0.7256020825467919,-641.7633950546877,0.38656518843339016,0.6543425189455307,NaN,NaN,NaN,NaN,NaN,0.39164972914017115,0.47362967198903727,0.7187344824357232
2021-02-04,2.45925031875566e6,167,29.1,10.4,175.0,0.0,0.11716227154494097,0.12584083457576817,0.09987258668311615,0.23398755132079022,0.1849655254380478,0.00025217762288276226,0.00011484215239708624,6.684467272728565e-5,9.796956777902328e-5,5.639077380071463e-5,186,533.5978836206586,162.79504895342592,160.44688219108045,159.4281795421231,-641.6792447836592,-641.669028200952,0.24297513898700598,0.6232953646435497,1.0767067382914952,-641.6869241427692,0.5584827952730512,0.9576243164360598,-1.0428227063081095,-1.0176224756369292,0.05674576158691122,0.6118416252796935,1.104888547650901,-1.054376888628473,0.5335409694156187,0.9796987502532145
2021-02-05,2.459251278159643e6,102,15.6,11.4,175.0,0.0,0.11744812370243678,0.12600924121353815,0.09995299432053102,0.2339663748135622,0.1848990942771627,0.0002452185603253874,0.00011451122825028849,6.665808945309167e-5,9.761051470387183e-5,5.6209603486064916e-5,112,537.6577082555889,165.77111946244088,163.15057344377067,152.9330626159126,-641.8903355497141,-641.8331108971925,0.24070982845630648,0.5081640416994555,0.8448642034484277,-641.8919124306943,0.5081640416994614,0.7677711589028393,-1.2467216143874258,-1.2948864653733771,0.056469035955921176,0.41174392828158535,0.8034902144860193,-1.2549671202635988,0.41174392828158535,0.7365222973868465
2021-02-06,2.459252318171552e6,188,15.649999999999999,11.7,175.0,0.0,0.11739201286974191,0.12576031043736308,0.09983743104365009,0.2342230600782004,0.18512144477396886,0.0002509255761953752,0.0001150055877163152,6.699703583009906e-5,9.820818190928491e-5,5.654057431813308e-5,219,532.3076818521374,160.56513484668676,158.2584373501989,155.34701709522545,-641.4817791466199,-641.446561479021,0.2431011752870275,0.49189470617043124,0.9786845610958003,-641.4829673779623,0.44823946029350514,0.8606084642115364,-1.0704425553448242,-1.0551550828190264,0.056915609867123344,0.4675727969077408,0.9607743563300186,-1.074446372512165,0.4252554074781746,0.8390749142572629
2021-02-08,2.459254321168653e6,178,16.2,13.9,175.0,0.0,0.11734048333748727,0.12587348383384242,0.09990316477931721,0.23420660634273527,0.18515632284171518,0.0002478595457438393,0.00011430715211942685,6.658224234285167e-5,9.751216159738781e-5,5.617385340126439e-5,206,536.7560211400818,164.2210369138517,162.3131628238874,161.78298864054432,-640.2256594463169,-640.1114316990468,0.24098259767256952,0.38689595408841343,0.9217739964123057,-640.2232077089612,0.3594413681811265,0.811384560319935,0.5057580517722151,0.48806524308666505,0.05646777176061958,0.3542242570624713,0.9342783232867912,0.5076701186571593,0.32630814144089,0.8413555912197721
2021-02-09,2.4592552518855864e6,51,12.2,12.8,175.0,0.0,0.11727977581002196,0.1260069411026278,0.10005160857913356,0.23396148674496314,0.18494235049661234,0.00025601984916104065,0.00011530617767242992,6.719364850267565e-5,9.827154625867067e-5,5.661204368990999e-5,67,530.4792791944757,164.9675388241827,164.22826522378287,163.95441090815257,-640.7594289241534,-640.7250583268386,0.244325539556893,0.5907440304758655,0.9346743498042925,-640.7581679269088,0.5907440304758707,0.801398650153974,-0.06312838901601124,0.039415860381686034,0.05698247639550844,0.655531564923678,1.0129645002739802,-0.058220070069646614,0.6555315649236779,0.8806293405522189
2021-02-10,2.459256265300731e6,91,32.6,11.2,175.0,0.0,0.1172358036752883,0.12612735135804662,0.10013314143324097,0.2336659584409814,0.18468259780614238,0.0002529193244181267,0.00011540275738428866,6.728256116831846e-5,9.827885654614942e-5,5.664105781501757e-5,114,531.3231220479857,170.2138143551757,165.86438446974987,164.9890810297385,-640.7919801210641,-640.8279579081036,0.243506796504,0.41083894044959823,0.6857917596193406,-640.7914095944277,0.4108389404496092,0.6053401445031917,0.46472624728225465,0.4383453778425349,0.0569154699873457,0.5121674858989725,0.7761327378813289,0.46162862416621353,0.5121674858989725,0.7033458264781262
2021-02-11,2.45925731508168e6,206,23.9,12.3,355.0,0.0,0.11747777703063249,0.12584434953380882,0.0998602693605006,0.23388886944121523,0.18488884095836364,0.00024990687265194695,0.00011496892695044163,6.696245613193004e-5,9.798590989457497e-5,5.646194025073472e-5,224,533.1340057535795,165.20278268193837,163.37690292462622,162.16323743079016,-641.303018340772,-641.2991077798076,0.24233607083972047,0.4310243477673571,0.768335326238038,-641.301252665552,0.37208193929311106,0.686219575203168,-0.6951954092519333,-0.7539212257243357,0.056753350145095444,0.406316783648224,0.794831548424983,-0.6993879350986443,0.37607756528258207,0.7141006877089046
2021-02-12,2.459258318041997e6,184,34.05,9.9,354.8,0.0,0.11737218634642273,0.12601511721380765,0.09998658302332855,0.2337027549336168,0.18472927989654406,0.0002512365370880667,0.0001154647119718112,6.725474434582456e-5,9.828278502747038e-5,5.66428609108198e-5,202,530.9571932740353,167.44268856692688,165.39544253419652,163.99199971203194,-640.8847819631682,-640.7379523440309,0.2435253878043705,0.8971694001035228,1.0392277158699537,-640.8880780053278,0.847709780672785,0.960834529791128,0.22730722135401282,0.20209832902074087,0.056931496594743024,0.8695119518719271,1.030388741171288,0.22189039092798846,0.821694986245861,0.9574335148989249
2021-02-14,2.459260305167749e6,192,38.75,3.9,354.8,0.0,0.11761483723558384,0.12574939362326637,0.09983074216916986,0.23373608880545918,0.184718479077585,0.0002498363896508577,0.00011632738169481592,6.774581071790852e-5,9.906210800249976e-5,5.706637293254634e-5,205,525.7431880421208,163.3801863555129,159.80439202778683,156.88301723058905,-641.209001863263,-641.2044093269953,0.24503325376880553,0.47414059891159327,0.8923173054348563,-641.191534436013,0.41935899816767386,0.7411421775114991,-0.7405557317354337,-0.6757388988185727,0.05749737996097473,0.5134657452842175,0.9283594719992329,-0.7314229270935387,0.45606193761341723,0.7942882253758419
2021-02-15,2.459261407446405e6,1,25.1,6.7,354.8,0.0,0.1173286040699864,0.12645929369830416,0.10030122255455601,0.23297070659286434,0.1840749845377241,0.00026147653697099893,0.00011829830245112045,6.885584146119099e-5,0.00010031423271473133,5.778132393986995e-5,1,518.757328654265,165.45444668892063,165.45444668892063,165.45444668892063,-640.8807951526593,-640.8807951526593,0.24894075301861102,0.0,0.0,,,,0.6317699167937775,0.6317699167937775,0.05811607271899005,0.0,0.0,,,
2021-02-17,2.4592632019262095e6,11,27.8,4.9,354.8,0.0,0.11803259619864845,0.12573105037983828,0.0998239855155597,0.23356205317691855,0.18462952216863757,0.0002860388403542306,0.00012088050155954708,7.051138744963152e-5,0.00010297209573752556,5.939482219718084e-5,22,499.2497439502399,155.62788588060175,154.68911404509768,154.0936241841611,-641.1283238015059,-640.9402224067211,0.259008806688197,0.05288795770715281,0.8424632193868499,-641.1283238015059,0.05288795770716714,0.8424632193868501,-0.4581676276618728,-0.1909905829296012,0.06008467725363681,0.07563664805319499,0.9198602382569969,-0.4581676276618728,0.07563664805319499,0.9198602382569969
2021-02-18,2.4592643121920936e6,204,29.3,1.4,31.75,5.6,0.11775736879062478,0.12551232787486177,0.09958966917695836,0.2336335061135755,0.18478314485462305,0.00025369467787559767,0.0001177836506419837,6.858277761598533e-5,0.00010036519550812433,5.787993832056261e-5,214,519.2222504975593,155.03178082392068,151.65060901692488,145.9305331857156,-640.9729316199281,-640.8831774955318,0.247641607240713,0.5711371668343028,0.9009358892958206,-640.9696243515755,0.533548918865141,0.7930475827764961,-0.6344020417983012,-0.5936743181200236,0.05822159469725886,0.5415244176923382,0.9118740003288123,-0.63518805802617,0.4986370683094861,0.8019771009383707
2021-02-20,2.4592662984070084e6,188,20.6,13.5,210.35000000000002,8.5,0.1174413613689133,0.12607293745550055,0.10001708397808874,0.23359161197401762,0.18456879516436156,0.0002443706029848126,0.00011468526806009779,6.681161206747988e-5,9.751145105736994e-5,5.6214169548633665e-5,195,537.1039586035192,170.7078111052632,166.88644868164465,165.47903628220155,-640.5661273682008,-640.4903447003587,0.2402584255467495,0.5596380563086788,0.8642075162386481,-640.5544495099194,0.5098133694798449,0.7654324615232871,0.19076458301060842,0.24362915377800193,0.056367366843976044,0.6352193810643899,0.9650766627353441,0.20511492342788706,0.5793770138339617,0.8635505837024361
2021-02-21,2.4592672872013045e6,172,20.9,6.3,31.05,3.9,0.11800045301578677,0.12558875810836295,0.09971848348272876,0.23391238090341543,0.18487690208098623,0.0002480346818234952,0.000116555627404696,6.793518482360285e-5,9.92960333382169e-5,5.724203852435747e-5,177,526.0236031084295,157.35823553763262,154.18861251440183,147.34371009285715,-639.4730750070987,-639.5146897582995,0.2442435968824265,0.786017328395315,1.064072500097273,-639.4892851691166,0.7217916647544554,0.9570874778476811,0.6855749437525873,0.6379375294898579,0.05751879699346235,0.7658848667752333,1.0542481824570633,0.6667328870576222,0.7116238472160473,0.9487733538208064
2021-02-22,2.459268295023272e6,183,8.2,14.3,92.4,2.5,0.11834688102565989,0.125642420569814,0.09974578345165581,0.23388134215350445,0.1848958085746024,0.0002460929626863914,0.00011478908325266189,6.694006629320768e-5,9.785528653111295e-5,5.6446234270251244e-5,188,534.8095013660462,166.19616849184015,161.2075629287443,159.25750661556228,-640.625614920045,-640.5705545148891,0.24069265321733202,0.4737045852241886,0.815989774806173,-640.6167714569089,0.43037781889431764,0.7193865871864115,-0.4311665739420598,-0.4014852664114787,0.0566321141698608,0.5040065259688531,0.8519401746850431,-0.42497101797413833,0.4596591077756305,0.7453034683920713
2021-02-23,2.4592692695103246e6,117,8.1,16.4,283.0,2.6,0.118161409848076,0.1258085562071298,0.09989384230847169,0.23392199074279119,0.18495480237748282,0.0002445507747575492,0.00011480635610429423,6.696750404139179e-5,9.777108818582523e-5,5.642332596648632e-5,121,536.0393318623298,167.33439875389067,162.0730594064072,160.42462882490895,-640.3389387657135,-640.4105777889815,0.240034271698194,0.4289479318138112,0.7234040355964753,-640.3408710678794,0.42894793181381463,0.6710961320037933,-0.04323646224521113,-0.10202774869938468,0.0565354936875279,0.49266600015964646,0.8501301251009596,-0.04293552257234368,0.49266600015964646,0.7652583005122351
2021-02-24,2.4592703129270663e6,215,12.2,14.8,183.0,3.6,0.11843290348586367,0.12587147214382918,0.09993264130297269,0.2338546914752965,0.1849696351277367,0.00024720980851828956,0.00011543106258578733,6.732813968072554e-5,9.822216794168418e-5,5.670733178764822e-5,218,532.0248245740462,166.07202140840496,161.55122190496223,159.7616808760464,-639.8085412820386,-639.8191899220958,0.241725879523286,0.36753502196457566,0.6570151331915974,-639.8106932895927,0.3462782256327248,0.5771190161020375,0.41991048647094126,0.43084661412027325,0.056870289115481164,0.32837025754397225,0.6868892183802029,0.4157539385782997,0.3009503045541819,0.5997467571427817
2021-02-25,2.4592713095291723e6,223,17.5,9.7,282.1,4.1,0.11826000165946389,0.12567008033184007,0.09976961733310297,0.23387000517509643,0.18489983935342436,0.0002521815872782154,0.00011635058882141052,6.783751594082305e-5,9.911343174482827e-5,5.716932670933134e-5,225,526.66444766669,165.76618130210565,158.90030023918945,156.22803750545793,-640.2018383470195,-640.2081449433889,0.244353503075322,0.46775802063304556,0.8392404295670179,-640.2004218294834,0.4221597791934926,0.7623517582909006,-0.08810266839580283,-0.13434044869446568,0.05739987979010611,0.4906139940641252,0.8651945461292456,-0.08391693866383533,0.44671852508691323,0.7874199590899837
2021-02-27,2.4592733555269022e6,116,12.649999999999999,11.4,191.5,6.45,0.11814085434431,0.1258799236432865,0.09989092369096028,0.2340135892719627,0.18501521320470254,0.00024909538322206016,0.00011649659747672184,6.791021633798522e-5,9.915505575976238e-5,5.7217473520185896e-5,116,526.7384522187181,165.85604209174548,159.1476217457568,158.44602503804154,-640.9102386081978,-640.9799454898848,0.2438319604255175,0.6027494493847028,0.8960930641425843,-640.913594253706,0.6027494493846993,0.8101417842252798,-0.5638286902049415,-0.6266887039825387,0.05737789155323399,0.5967339958566196,0.9152986668798825,-0.5649347274269438,0.5967339958566196,0.8263501252125453
2021-03-01,2.4592753062279653e6,205,21.8,5.4,121.0,6.5,0.11769969080498696,0.12570675904430909,0.0997813647441172,0.23418429930121543,0.18512133833464436,0.0002505152348961857,0.00011848584141834887,6.906096990459389e-5,0.00010095483351760106,5.823979498550695e-5,205,518.2758493055273,157.14632716775446,152.15728887621316,148.612874769235,-641.9738917554737,-641.9918749065381,0.24736117877381902,0.4111442869321971,0.7958318594900954,-641.9738260933127,0.3678392824985327,0.690540226277552,-1.8837962935843184,-1.9144791817675417,0.05831823631127613,0.4155034599439489,0.8177832605707519,-1.8913799059744958,0.36396389334817936,0.7319836729912309
