filename,bjd,pyrheliometer_flux_over_model,pyrheliometer_rms_flux,alt_sun,solar_hour_angle,Δv_diff_ext,Δfwhm²
neidL1_20210430T173939.fits,2.45933523587544e6,1.0063672982058083,0.0008425062483475212,72.9667022131071,-1.7122613135701314,-0.01782552598675469,-0.6009415857664518
neidL1_20210430T174113.fits,2.459335236959248e6,1.005968246429687,0.0007380908614498252,72.96921246788546,-1.6862476128490087,-0.017465798907605374,-0.6009149441160726
neidL1_20210430T174246.fits,2.459335238043357e6,1.0075334149893125,0.0006110513040497477,72.97169071004271,-1.6602266808767476,-0.01711012797937862,-0.6008885657011325
neidL1_20210430T174420.fits,2.459335239127581e6,1.0069037459981995,0.0007926947090433618,72.97413647974852,-1.6342029995752045,-0.016758470122708716,-0.6008624563842757
neidL1_20210430T174554.fits,2.459335240213171e6,1.0054000910842447,0.0010553628014852833,72.97655251945852,-1.6081465255384946,-0.01641032310308772,-0.6008365877341254
neidL1_20210430T174727.fits,2.459335241295822e6,1.0072097139545457,0.001025005193505104,72.97892930454564,-1.5821606000359623,-0.016066957294067243,-0.6008110628893599
neidL1_20210430T174901.fits,2.45933524238007e6,1.0080828432910902,0.0009800544136740078,72.98127684133108,-1.5561363380746074,-0.015726827180138254,-0.6007857755126753
neidL1_20210430T175036.fits,2.45933524347228e6,1.0077153035453599,0.0010160692093871605,72.98360846219192,-1.5299209743032383,-0.015387887011078127,-0.600760581939841
neidL1_20210430T175209.fits,2.459335244556563e6,1.0085026421406653,0.000827321964269229,72.98589023316248,-1.5038958744364637,-0.015054971703190092,-0.600735849792322
neidL1_20210430T175342.fits,2.459335245636412e6,1.0069335571781648,0.0008750151002199038,72.98813005341222,-1.4779772008286942,-0.014726855141121072,-0.6007114957277863
neidL1_20210430T175516.fits,2.459335246722604e6,1.0070764735080477,0.0008271721390769862,72.99035017761791,-1.4519062761853103,-0.01440018041753928,-0.6006872784936684
neidL1_20210430T175649.fits,2.459335247800185e6,1.0077828437246892,0.00076452195423886,72.99252012927145,-1.4260420454277072,-0.01407934624205476,-0.6006635316873239
neidL1_20210430T175823.fits,2.459335248882269e6,1.0080577729510614,0.000750577245719279,72.99466649201115,-1.4000697234167099,-0.01376034241476401,-0.6006399657413274
neidL1_20210430T175957.fits,2.459335249968959e6,1.009639824500693,0.0007492135833744589,72.9967890434682,-1.3739868512450926,-0.013443093064557142,-0.600616583004456
neidL1_20210430T180131.fits,2.459335251058924e6,1.0080497371908586,0.0008612446889309394,72.99888481288345,-1.3478253723858558,-0.013127935870673083,-0.6005934162357894
neidL1_20210430T180305.fits,2.459335252142743e6,1.0098466498975798,0.0009148053793610657,73.00093580498582,-1.321811405925919,-0.012817499890704699,-0.6005706655534969
neidL1_20210430T180439.fits,2.459335253231215e6,1.0101745883149522,0.0008625897515249897,73.00296251035454,-1.295685771621864,-0.012508604706746867,-0.6005481047034309
neidL1_20210430T180612.fits,2.45933525431544e6,1.0100793014442986,0.0007165239793267948,73.00494832956346,-1.269662059297298,-0.012203697901531578,-0.6005259192773624
neidL1_20210430T180923.fits,2.45933525652353e6,1.010148815339129,0.0005857774671240322,73.0088907468933,-1.2166632048743202,-0.011591004522710946,-0.6004816282944714
neidL1_20210430T181057.fits,2.459335257612998e6,1.0103296049923547,0.0007621731703017885,73.01078558735553,-1.190513652813907,-0.011292633039376032,-0.6004602174482045
neidL1_20210430T181231.fits,2.459335258694965e6,1.0100981834777152,0.0008764819962379748,73.01263444469416,-1.1645441489890604,-0.010998787184625256,-0.6004392444947927
neidL1_20210430T181404.fits,2.459335259777952e6,1.0104471079200061,0.000869122680958871,73.01445216564528,-1.1385501568401635,-0.01070705857768848,-0.6004185425551218
neidL1_20210430T181538.fits,2.459335260863658e6,1.0095800471564753,0.0006741776738285806,73.01624142051814,-1.112490903178998,-0.010416931232584128,-0.600398081565879
neidL1_20210430T181712.fits,2.459335261946018e6,1.0087973981241503,0.0007026545193892554,73.01799223211701,-1.0865119666193688,-0.010129954558052122,-0.6003779764625263
neidL1_20210430T181845.fits,2.459335263021308e6,1.0075916322342413,0.0006136076178969647,73.01969904161872,-1.0607027173380241,-0.009847016056689077,-0.6003582930525969
neidL1_20210430T182018.fits,2.459335264107489e6,1.0093115875759586,0.0007215572417398099,73.02139017402095,-1.0346320638153625,-0.009563334454134957,-0.6003387049719514
neidL1_20210430T182152.fits,2.459335265189121e6,1.0082699121129046,0.0008171499023195268,73.0230412916682,-1.0086705972236345,-0.009282895121393875,-0.60031949408572
neidL1_20210430T182325.fits,2.459335266270995e6,1.008980951490627,0.000851717411988943,73.0246598954813,-0.9827033188427214,-0.009004378879096,-0.6003005743636047
neidL1_20210430T182459.fits,2.459335267354294e6,1.0090571182461157,0.0008625656269786963,73.02624766971172,-0.9567018394471112,-0.008727422082533983,-0.6002819266196718
neidL1_20210430T182632.fits,2.459335268437442e6,1.0098297155286315,0.0007342596002641678,73.02780223684415,-0.930703992709736,-0.008452368298283195,-0.6002635793132707
neidL1_20210430T182806.fits,2.459335269518692e6,1.0101267916049217,0.0007873370808380916,73.0293211753054,-0.9047516918568363,-0.008179593981927151,-0.6002455619650535
neidL1_20210430T182940.fits,2.459335270602662e6,1.0086280797646694,0.0007303332725825882,73.03081092548015,-0.878734107141601,-0.007907875324140903,-0.6002277987461919
neidL1_20210430T183113.fits,2.459335271684699e6,1.0100111794435789,0.000775121758709324,73.03226504825062,-0.8527629177518743,-0.007638320569408316,-0.6002103669898518
neidL1_20210430T183247.fits,2.459335272766273e6,1.010279224505593,0.0007218966838320569,73.03368561979474,-0.8268028495161079,-0.007370498966766073,-0.600193242769149
neidL1_20210430T183420.fits,2.459335273849433e6,1.0093306788392356,0.0005756912839605735,73.0350752724132,-0.8008047130733602,-0.0071038472080313855,-0.6001763948361504
neidL1_20210430T183554.fits,2.459335274936505e6,1.0106263025834519,0.0007231976240499469,73.03643673118944,-0.7747126688327937,-0.0068377464619753725,-0.600159790026019
neidL1_20210430T183727.fits,2.459335276018113e6,1.0106658860710944,0.0006118633943181431,73.03775831556024,-0.7487517852220829,-0.00657443191490503,-0.6001435716256958
neidL1_20210430T183901.fits,2.459335277100694e6,1.010424707241932,0.0010145639610479706,73.03904808971649,-0.7227675421528246,-0.006312271141510477,-0.6001276419069242
neidL1_20210430T184034.fits,2.459335278179051e6,1.011112082849192,0.0006998449657444835,73.04030000288937,-0.6968846845562742,-0.006052461446954004,-0.6001120766510981
neidL1_20210430T184208.fits,2.459335279264722e6,1.0118670238859129,0.0006624637221991528,73.04152730172449,-0.6708262722031848,-0.005792173767369991,-0.6000967112781348
neidL1_20210430T184341.fits,2.459335280347083e6,1.0111577982327604,0.001172397056008877,73.04271778608857,-0.6448473051469641,-0.005533908123309143,-0.6000816984870186
neidL1_20210430T184515.fits,2.459335281430532e6,1.0095243949515238,0.0009470061990194339,73.04387638803492,-0.6188422291257321,-0.005276557713937472,-0.600066976973046
neidL1_20210430T184649.fits,2.459335282512326e6,1.0108220258023093,0.0012533671729725937,73.04500019347427,-0.5928768870184591,-0.005020720271720218,-0.6000525843878357
neidL1_20210430T184822.fits,2.459335283594988e6,1.0107403613617327,0.0011964330160758982,73.04609185395914,-0.5668907002469687,-0.004765745271882396,-0.600038487422953
neidL1_20210430T184956.fits,2.459335284680672e6,1.0110587341695108,0.0008404081979520437,73.04715335650846,-0.5408319758378681,-0.004511079091903463,-0.6000246602870805
neidL1_20210430T185129.fits,2.459335285757894e6,1.011858258290413,0.001024587505812213,73.04817371584328,-0.5149763574923365,-0.004259356804542542,-0.6000112474943886
neidL1_20210430T185303.fits,2.459335286843507e6,1.0108896717434581,0.0011979023685932803,73.0491688925438,-0.4889193435004473,-0.004006589156881278,-0.5999980397392043
neidL1_20210430T185437.fits,2.459335287933634e6,1.0113392076567285,0.0011010065316674241,73.05013473489959,-0.46275398121702427,-0.003753643930566199,-0.5999850902739178
neidL1_20210430T185610.fits,2.459335289014884e6,1.0110151673401437,0.0010437401763264092,73.05105957327966,-0.4368016947529685,-0.0035035728352820245,-0.5999725568330705
neidL1_20210430T185744.fits,2.459335290097315e6,1.0129154160602276,0.0011206710309828126,73.05195235956842,-0.41082105277622194,-0.00325399104561592,-0.5999603200262197
neidL1_20210430T185917.fits,2.459335291178206e6,1.013544754829199,0.001158296236994159,73.05281086062297,-0.3848773728498358,-0.003005476483462562,-0.5999484109662387
neidL1_20210430T190051.fits,2.45933529226235e6,1.0137240571547521,0.0012473835897970204,73.05363879994286,-0.3588556115669461,-0.002756879785520154,-0.5999367780730892
neidL1_20210430T190224.fits,2.459335293343704e6,1.0143368351026028,0.0009262335911380365,73.05443153646975,-0.33290082219995565,-0.002509538526946452,-0.5999254868666305
neidL1_20210430T190358.fits,2.459335294427269e6,1.0135259827904994,0.0009061790834305314,73.05519275868934,-0.3068929652867691,-0.0022622598386363136,-0.5999144853366337
neidL1_20210430T190532.fits,2.459335295509803e6,1.0137916676804006,0.0009070242451830994,73.05592013070371,-0.280909854117239,-0.002015736368548274,-0.5999038073562598
neidL1_20210430T190705.fits,2.459335296592072e6,1.0143997088595422,0.0011611689736294646,73.05661422259759,-0.25493310275869696,-0.0017697449013641788,-0.5998934452394414
neidL1_20210430T190839.fits,2.459335297684664e6,1.0134330192581937,0.0013217968655813773,73.05728135779981,-0.228708582983856,-0.001521837098320239,-0.599883302419291
neidL1_20210430T191013.fits,2.4593352987675e6,1.0143506873911379,0.0009046422390465192,73.05790924664902,-0.2027182185708294,-0.0012765212572428306,-0.5998735659421878
neidL1_20210430T191146.fits,2.45933529984316e6,1.0160680642649973,0.0011390480082219504,73.05850015923585,-0.17690010089728725,-0.00103315736280574,-0.599864205621714
neidL1_20210430T191319.fits,2.459335300922546e6,1.015286530292514,0.0012180782185410017,73.05906023947975,-0.15099254618186952,-0.0007892306208089725,-0.5998551254550886
neidL1_20210430T191453.fits,2.45933530200816e6,1.014278828046027,0.0012715710415521285,73.05959032635826,-0.1249355123452287,-0.0005441326485930894,-0.5998463090924478
neidL1_20210430T191627.fits,2.459335303090498e6,1.014907614835665,0.0010684819857342302,73.06008564096895,-0.09895710788370948,-0.0002999631901058827,-0.5998378353482765
neidL1_20210430T191800.fits,2.459335304176262e6,1.0145464701033642,0.0010260434402553694,73.06054924086641,-0.07289646428074503,-5.5163288910792656e-5,-0.5998296521475031
neidL1_20210430T191934.fits,2.459335305257489e6,1.013734621633599,0.0010684684185253378,73.06097777421654,-0.04694472815945394,0.0001885183867028268,-0.5998218193397018
neidL1_20210430T192107.fits,2.459335306342153e6,1.015661197982687,0.0014323490939228566,73.06137444989356,-0.020910495830129605,0.0004329259722417024,-0.5998142789735758
neidL1_20210430T192241.fits,2.459335307429097e6,1.0178492564881088,0.0009888674592938487,73.06173857975571,0.005178469391827978,0.000677845395422379,-0.5998070418906053
neidL1_20210430T192417.fits,2.459335308531308e6,1.0198046430804348,0.0010488081004220693,73.06207369991174,0.03163386770741905,0.0009262510998942928,-0.5998000296730445
neidL1_20210430T192550.fits,2.459335309614491e6,1.0200286514959511,0.0009452460233344454,73.06236955563351,0.057632557089035696,0.0011704612420785014,-0.5997934590964333
neidL1_20210430T192725.fits,2.459335310706562e6,1.0194066424862258,0.0009415039982483397,73.06263424009857,0.0838445677914037,0.0014168158729231644,-0.5997871565716847
neidL1_20210430T192856.fits,2.459335311770625e6,1.0185629027006704,0.0015784010553941312,73.06285968572764,0.10938433505315404,0.0016570338384775864,-0.5997813268543446
neidL1_20210430T193030.fits,2.459335312854086e6,1.0186051255307655,0.0012181599897785299,73.06305632986515,0.13538969648344734,0.0019018612824641557,-0.5997757066478424
neidL1_20210430T193204.fits,2.459335313938148e6,1.020714362510983,0.0006651055289687275,73.06321984578742,0.16140947588050825,0.0021471036936414286,-0.5997704024268705
neidL1_20210430T193337.fits,2.459335315021378e6,1.0197913297761185,0.0007174805936166351,73.0633500273136,0.18740929323171907,0.0023924839875521403,-0.5997654212806635
neidL1_20210430T193511.fits,2.459335316104502e6,1.0186329270109236,0.0009874960605157704,73.06344700421151,0.21340656208059405,0.0026382132400652966,-0.5997607596266311
neidL1_20210430T193644.fits,2.459335317181794e6,1.0195039467599667,0.0010508639594310116,73.06351053593411,0.23926385179470566,0.0028830362126879773,-0.5997564396407153
neidL1_20210430T193818.fits,2.459335318264236e6,1.0204228301322362,0.0006170522194246084,73.06354130125983,0.2652447573682988,0.0031294955032880926,-0.599752417120647
neidL1_20210430T193951.fits,2.459335319349016e6,1.0201642561744726,0.000997896842619251,73.06353887662445,0.2912817705843018,0.003377003268214528,-0.5997487059477205
neidL1_20210430T194125.fits,2.459335320435741e6,1.0172919192832393,0.001620723990118941,73.06350306600226,0.31736546935125576,0.0036255212587771343,-0.5997453094712052
neidL1_20210430T194259.fits,2.459335321519121e6,1.0138768499996367,0.00142032808834271,73.06343410860303,0.3433688845770706,0.0038738869996457967,-0.5997422436978539
neidL1_20210430T194559.fits,2.459335323610822e6,1.0145359047828344,0.0010605921278668481,73.06320702833462,0.3935741393539871,0.004355321903824467,-0.599737229484818
neidL1_20210430T194733.fits,2.459335324689445e6,1.015134849081982,0.0012675797630276096,73.0630415613162,0.4194633712906026,0.004604659473098006,-0.5997351098695205
neidL1_20210430T194906.fits,2.459335325766528e6,1.0165474929466003,0.0008834328188826148,73.0628434897812,0.4453156411859087,0.0048544361674185445,-0.5997333097770994
neidL1_20210430T195039.fits,2.459335326846667e6,1.0151410498876219,0.0013273689822087705,73.06261190052545,0.47124126461163174,0.005105768684952882,-0.5997318222152704
neidL1_20210430T195212.fits,2.45933532792765e6,1.013229285338712,0.000992308967179442,73.06234709085649,0.49718714032300015,0.0053581965639273015,-0.5997306519580284
neidL1_20210430T195346.fits,2.459335329015451e6,1.0161430786758265,0.0011198357603392829,73.06204724695547,0.5232966673825081,0.005613175317544585,-0.5997297959217891
neidL1_20210430T195520.fits,2.459335330097917e6,1.0161879361692632,0.0013087934117755739,73.06171565257173,0.5492781410227296,0.005867909254375932,-0.5997292643037366
neidL1_20210430T195653.fits,2.459335331176042e6,1.0222552255678394,0.0007946722217205296,73.06135244980601,0.5751554238330878,0.006122669921171614,-0.5997290522926785
neidL1_20210430T195827.fits,2.459335332262211e6,1.0213746192052404,0.0010627782884984483,73.06095329881559,0.6012257754739898,0.006380441210694699,-0.5997291590379551
neidL1_20210430T200000.fits,2.459335333343843e6,1.0217195609448333,0.0008347934842469665,73.06052266447439,0.6271872308292168,0.006638295149374387,-0.5997295847858647
neidL1_20210430T200134.fits,2.459335334425231e6,1.0224182536579323,0.0008434850361634251,73.06005905999935,0.6531428293340014,0.00689730026586324,-0.5997303290266712
neidL1_20210430T200308.fits,2.45933533551397e6,1.0213890638124552,0.0010401416763112519,73.05955890563554,0.6792748655026015,0.00715934153520702,-0.5997314000360553
neidL1_20210430T200442.fits,2.45933533660456e6,1.0196057725264922,0.0011490911271852821,73.05902430706038,0.7054513294914031,0.007423166441512856,-0.5997327963741681
neidL1_20210430T200616.fits,2.459335337688924e6,1.0186881045726135,0.0012962568581288368,73.05845942870205,0.7314783587413993,0.007686868343601777,-0.5997345056270414
neidL1_20210430T200749.fits,2.459335338765787e6,1.0187034077246486,0.0008145282450668873,73.05786556911676,0.7573253510254854,0.007950166007955728,-0.5997365195699048
neidL1_20210430T200922.fits,2.459335339846863e6,1.0204061324590006,0.0013315757487955028,73.057236422897,0.7832734601426026,0.00821597262768734,-0.5997388585033792
neidL1_20210430T201056.fits,2.459335340934143e6,1.021491587240603,0.0008127008947416362,73.05657035755496,0.8093704783238076,0.00848485620149696,-0.5997415311574279
neidL1_20210430T201230.fits,2.45933534201875e6,1.0206089581095228,0.000917724590584845,73.05587265293791,0.8354033411758257,0.008754686863922393,-0.5997445170839457
neidL1_20210430T201403.fits,2.459335343100903e6,1.022888129457931,0.000811435627700273,73.05514340826375,0.8613773018223752,0.009025566024279298,-0.5997478144180105
neidL1_20210430T201537.fits,2.459335344185695e6,1.0245092731293506,0.0010107823297332169,73.0543791875438,0.8874146015273925,0.009298828203592327,-0.5997514385419851
neidL1_20210430T201711.fits,2.459335345273414e6,1.024885578346742,0.0008119240255638584,73.05357953663483,0.9135221587630746,0.009574619754822091,-0.5997553926415731
neidL1_20210430T201844.fits,2.459335346348785e6,1.0253719459574995,0.0006766864511601104,73.0527561225079,0.9393333279814664,0.009849104610010487,-0.5997596167963742
neidL1_20210430T202018.fits,2.459335347431215e6,1.0227915455447258,0.0014586906956726147,73.05189433197458,0.9653139381419042,0.010127284449522744,-0.599764184658318
neidL1_20210430T202151.fits,2.459335348515938e6,1.021441044544173,0.001504648390802907,73.05099753717697,0.9913495829557943,0.010408021511597813,-0.5997690799393357
neidL1_20210430T202324.fits,2.459335349589028e6,1.0163454665041614,0.0013927515116463254,73.05007768405711,1.0171060074083562,0.010687748857530373,-0.5997742354153125
neidL1_20210430T202457.fits,2.459335350670961e6,1.0203589079879585,0.0008324199442047443,73.04911735331488,1.0430746913297693,0.010971860409574865,-0.599779747939191
neidL1_20210430T202632.fits,2.459335351763322e6,1.0207846523023878,0.0010204064368871666,73.04811426181747,1.0692936583744772,0.011260894394920992,-0.5997856337016301
neidL1_20210430T202805.fits,2.459335352846921e6,1.0236721308029395,0.0008636012826813569,73.04708596039008,1.0953023215451574,0.011549845612187372,-0.5997917897019936
neidL1_20210430T202939.fits,2.459335353929016e6,1.02134335789192,0.001348907381256789,73.04602603963399,1.1212748832971084,0.011840685674964222,-0.5997982523193767
neidL1_20210430T203113.fits,2.459335355015776e6,1.0190727349735806,0.0012301798050664177,73.0449283179404,1.1473594257728594,0.012135152269773259,-0.5998050594170347
neidL1_20210430T203246.fits,2.459335356097755e6,1.0171912592477241,0.001021074648733331,73.04380234944142,1.1733292041302192,0.012430755593088455,-0.5998121513934652
neidL1_20210430T203420.fits,2.459335357178692e6,1.0181185114767783,0.000609187825813211,73.04264451644305,1.1992739685094178,0.012728568863202642,-0.5998195498271425
neidL1_20210430T203554.fits,2.459335358263993e6,1.0173785091633158,0.0011678585301046318,73.04144888248318,1.2253234933629136,0.013030166149871071,-0.5998272927622519
neidL1_20210430T203728.fits,2.459335359355035e6,1.014544511679096,0.0016545128046093437,73.04021347574016,1.251510795114911,0.013336041052551586,-0.5998353939887411
neidL1_20210430T203901.fits,2.45933536043978e6,1.0250964625593122,0.0026128024302372876,73.03895195831876,1.277546974444467,0.01364289333454814,-0.5998437634499909
neidL1_20210430T204035.fits,2.459335361525116e6,1.0234808018030097,0.0026881696950522443,73.03765659102693,1.3035973258449078,0.01395272699733043,-0.5998524513424295
neidL1_20210430T204209.fits,2.45933536261515e6,1.0185340172479012,0.0017537487160923621,73.03632223653571,1.329760440342545,0.01426681478766259,-0.5998614923714237
neidL1_20210430T204343.fits,2.459335363698808e6,1.0201299958036703,0.001083167231683056,73.03496253588621,1.3557705211793563,0.014582039637292073,-0.5998707934754957
neidL1_20210430T204517.fits,2.459335364786979e6,1.0176730072995401,0.0018673563444416691,73.03356392067154,1.3818889167243404,0.014901643722877774,-0.5998804468035652
neidL1_20210430T204650.fits,2.459335365865035e6,1.012604340704651,0.0019541163265438667,73.03214545579426,1.407764539654973,0.015221390099197233,-0.5998903196717649
neidL1_20210430T204824.fits,2.4593353669511e6,1.0098211848485446,0.0015265505938367307,73.03068339994367,1.4338323931092094,0.015546730135699198,-0.5999005766234018
neidL1_20210430T204957.fits,2.459335368031261e6,1.0125281651283493,0.0022492526975924185,73.02919639548257,1.4597585350607027,0.01587359171872239,-0.599911086628365
neidL1_20210430T205131.fits,2.459335369116157e6,1.0063460750631605,0.001855198846175993,73.02766985869562,1.4857983230775997,0.016205277535281525,-0.599921952148559
neidL1_20210430T205305.fits,2.459335370199155e6,1.0048022210994134,0.0012605548158204254,73.02611300156181,1.511792565238249,0.0165398635501079,-0.5999331074052107
neidL1_20210430T205438.fits,2.459335371279872e6,1.0060447091613434,0.002356268953706416,73.02452657573689,1.5377320518169033,0.016877303070100415,-0.5999445460813015
neidL1_20210430T205612.fits,2.459335372363588e6,1.0058202961827238,0.001471245094860425,73.02290280710474,1.5637435171503005,0.017219342524601874,-0.599956323774008
neidL1_20210430T205745.fits,2.459335373444178e6,1.0063469683515585,0.0016128481164368914,73.02125088748092,1.5896799632678267,0.017564144260815668,-0.5999683732630856
neidL1_20210430T205918.fits,2.459335374524456e6,1.0144494106371125,0.0013397756928699898,73.0195666829417,1.6156089095389583,0.017912685891354658,-0.5999807238378324
neidL1_20210430T210052.fits,2.459335375609873e6,1.0148056982543865,0.0017805667232735423,73.0178414845429,1.6416612033789981,0.018266852902363247,-0.599993439229121
